chr	start	end	log2_TNratio_corrected
10	107589602	109304701	-0.0172226459919176
10	109304702	111092101	0.0818539847251024
10	111092102	116134201	0.128246001576442
10	116134202	118568401	0.100410218435257
10	118569302	119688601	-0.151177262135792
10	119689202	121804801	0.0732244497562403
10	121805102	122714101	0.158694949149926
10	122714702	125104501	-0.0323742291594845
10	125104502	125578201	-0.00855648536770181
10	125578202	126852901	0.0746067529913427
10	126852902	127229701	0.0527191698547758
10	127229702	127850101	-0.0401773128538752
10	127850102	128245201	0.0974051197040627
10	128245502	129417001	-0.10193698011805
10	129417302	130012801	-0.0426688764690247
10	130012802	130324501	0.0472143619010165
10	130324802	130659001	0.0467150924514173
10	130659002	131002201	-0.0301173890218239
10	131002202	131734801	0.0380229843784978
10	131735102	132196501	0.106380476003537
10	132196502	132476401	-0.0368791539924278
10	132476402	132792301	0.164632717190079
10	132792302	133011901	0.0629439490048845
10	133012502	133247401	-0.00613635756361279
10	133247702	133608901	-0.13596202473095
10	133608902	134041501	-0.0784072035943409
10	134041502	134629801	NA
10	134629802	134797201	-0.135706103835251
10	134797202	134946901	-0.0596940880599117
11	2003402	2470501	-0.539070706555655
11	2470502	2829301	-0.600796368800701
11	2830202	3484801	-0.579086968287958
11	3486602	5179801	-0.498949225684678
11	5181302	7248001	-0.491792420595735
11	7248002	9012601	-0.364863611306539
11	9128702	16542301	-0.404296634358377
11	16542302	20589901	-0.520206075606666
11	20591402	23342701	-0.362123200943257
11	23342702	25556101	-0.443922463872437
11	25567802	29527501	-0.36919040496341
11	29539502	32360701	-0.366665303566682
11	32365502	33905701	-0.557233564565365
11	33917702	36841501	-0.521407379062552
11	36847202	38777701	-0.437167039118175
11	38777702	39915301	-0.288777988479364
11	39915302	42305701	-0.296731047368838
11	42306002	43984801	-0.279842245314472
11	43985402	45302401	-0.454933943731276
11	45302402	49845301	-0.18699756976585
11	49845302	55880401	0.324273274116319
11	55880402	57722101	0.312660524928684
11	57722102	59909701	0.0194190339346653
11	59909702	60787801	0.111954163543983
11	60788402	64155901	0.0118605770162218
11	64155902	66159601	0.379435890872433
11	66159602	68420401	1.09139229453781
11	68420402	69692401	1.5482482576575
11	69705902	74142901	0.21615471164654
11	74142902	78991501	NA
11	78991502	80247901	-0.230513322166087
11	80249402	81828601	-0.381940865831544
11	81829802	88183201	0.0441276231968885
11	88183202	92386501	0.552909992213582
11	92391602	96917401	-0.0402662435696313
11	96931202	98341801	0.0893937831971474
11	98342702	100144801	0.156869743217562
11	100146602	103584001	0.0731965137332262
11	103584002	105427801	0.00619882849651179
11	105427802	107569201	0.0181197102794793
11	107569502	109718101	0.092091958492195
11	109719002	112795801	-0.112473816989272
11	112796102	113463301	0.144389663568841
11	113463902	114969001	0.192099934981897
11	114969002	117519901	0.00383338801267406
11	117520202	117950401	0.0411032165129529
11	117957302	120003601	0.0958999586231905
11	120004802	121746601	-0.0195069148664225
11	121764602	122842801	0.077668660525857
11	122842802	123273001	-0.0243546509283106
11	123273002	123913501	0.0518247280272227
11	123918602	125209801	0.198821565888758
11	125209802	126661501	0.112399576432093
11	126661502	128197201	0.061901521371303
11	128197802	130272301	0.123892210266554
11	130275002	130842901	0.183014192931282
11	130842902	131487301	0.254601242039787
11	131487302	131973301	0.121706121716721
11	131974802	132564901	0.261960067007347
11	132574802	133091401	0.111549795641471
11	133093202	133622401	0.12845604071139
11	133622402	133919101	0.180207802587023
12	1457102	2327101	-0.0485607082073895
12	2327102	2627401	0.010951241048303
12	2627402	3414301	-0.00939197684696071
12	3414302	4217701	0.00488189277100317
12	4219202	4840201	0.0258199908193448
12	4842002	5374201	-0.0848037236361914
12	5376602	5960701	-0.0582308794578408
12	5960702	7899301	0.0972872604184061
12	7899302	8661901	0.0592899298852306
12	8661902	9058801	-0.0531674579180278
12	9058802	13325701	0.0129859090857687
12	13329302	15586201	0.143556848923188
12	15586202	22253101	0.103919884909943
12	22253102	26019301	0.137896190938585
12	26023202	30248401	0.106613202222037
12	30250502	34259101	0.277426995393364
12	34261502	38550601	0.30906470141261
12	38550602	41656201	0.206008578052517
12	41656502	43140901	0.0573456068855828
12	43140902	47197501	0.0143240629382978
12	47417702	52243501	0.162430868044979
12	52249502	53225401	0.193910928587215
12	53226602	55542301	0.262927192042966
12	55542302	60433201	0.404023450104649
12	60435602	63760201	0.313369178026327
12	63761102	66567301	0.139717258610102
12	66567602	67903201	0.212283680460301
12	67903202	71320801	0.297522543831483
12	71321702	80357101	0.29096052864362
12	80360402	84793801	0.194570794915234
12	84797102	88150201	0.168110921792026
12	88249802	97060501	0.209224482871737
12	97060802	99715201	0.0583527696335519
12	99719402	106120801	0.0917960087769756
12	106130702	108735601	0.111118761757483
12	108735902	113146201	0.0471495262913511
12	113146202	114772801	0.0871956288334286
12	114774002	117654301	0.147593451080143
12	117654302	118368601	0.0675105054123213
12	118369202	119725801	0.0779513697794826
12	119726402	124383301	0.191864632539265
12	124383302	125799901	0.00741680685652107
12	125799902	126581401	0.152821210968919
12	126590102	127803001	NA
12	127803602	128360401	0.0338286363210747
12	128361602	128799301	0.0479086910036084
12	128799302	129137101	0.131194001462405
12	129137102	129787201	0.123636258257029
12	129787202	130247401	0.18792469027808
12	130248002	130596601	0.257144974571302
12	130596902	130896901	0.177462103453841
12	130896902	131094601	0.189637537550141
12	131094902	131508301	0.0811914058777885
12	131508302	131854801	0.00790128928083833
13	20000702	22482601	-0.48766116345315
13	22482602	23086801	-0.337437463908555
13	23087702	23682301	-0.513746524721453
13	23683802	25119901	-0.501889630275059
13	25127102	25726501	-0.480733244737026
13	25726502	26360101	-0.36071971222261
13	26360102	27285901	-0.518574099018144
13	27288902	28971601	-0.41175471017189
13	28973402	30063301	-0.46718547613074
13	30063602	32178901	-0.540377182992193
13	32181602	35823001	-0.580471249941712
13	35825702	36789901	-0.475423869000605
13	36789902	37906201	-0.485136710618125
13	37906502	39546001	-0.432155883682123
13	39546002	43767901	-0.486886367229767
13	43767902	50040901	-0.558715420536054
13	50178602	54038401	-0.433394073402665
13	54039602	56762401	-0.334435365843752
13	56762702	59433301	NA
13	59433302	61469101	-0.433599001211229
13	61471802	63486301	-0.217240316038895
13	63488702	65532301	-0.236665256806813
13	65532302	66969901	-0.524232019400152
13	66970202	69402901	-0.554572487640358
13	69402902	71831401	-0.331110543331962
13	71831402	75042301	-0.564956845009983
13	75042902	77327701	-0.35262549733765
13	77327702	81387301	-0.415938999778642
13	81390302	83708401	-0.431188045620321
13	83709902	84935401	-0.357888242941553
13	84943202	86273701	-0.397829487129493
13	86274002	88665001	-0.372260009025524
13	88665002	91109701	-0.420486924826059
13	91110302	93060301	-0.362351773194235
13	93062102	97048501	-0.306402852526843
13	97049102	101707801	-0.441756225441407
13	101709602	103718401	-0.608649506591862
13	103718402	105078901	-0.290740448328377
13	105079202	106003501	-0.40929976921482
13	106005602	106681501	-0.407677502383138
13	106681802	107170801	-0.586002802929049
13	107171102	107827201	-0.34836214039069
13	107827202	108642901	-0.469359784176148
13	108642902	110784901	-0.314422839680625
13	110785202	111072001	-0.468089337338413
13	111072002	112031401	-0.0288850823696401
13	112031402	112506001	-0.0579320727680204
13	112506002	112785001	0.0994558886699178
14	21001202	22581601	0.0336260541818649
14	22581602	24305101	0.0609454465031821
14	24305702	26905501	0.0823759103627534
14	26905502	29820001	0.0668672815839662
14	29826902	33728101	0.0603358991495939
14	33729002	36357301	0.116261922649749
14	36360302	40125601	0.157713629546221
14	40125602	42379801	0.104084960892264
14	42379802	46101001	0.253799696558247
14	46103702	48079801	0.200937855915342
14	48081302	50238601	0.260204231831207
14	50238602	56631001	-0.0197155258630621
14	56633102	57573001	0.081466559629825
14	57573002	61009201	0.0474598640058175
14	61009202	63687901	0.0856968001910912
14	63691502	66261301	0.0800641994264269
14	66261302	70640101	0.0427211765519802
14	70640102	72874201	-0.143798153699492
14	72874202	76885501	0.0623629850119199
14	76889402	77958301	0.0230861060099205
14	77962202	79260001	0.0674786016896742
14	79260002	83200501	0.163466783833718
14	83201402	84685801	0.122264675615381
14	84685802	86019001	0.145225466682604
14	86019002	87810601	0.0165468508302011
14	87811502	90606001	0.15986379489674
14	90606002	93856201	0.0850870320344073
14	93856202	94355401	0.258033391240682
14	94355402	95527801	0.0934754311864833
14	95532602	97162501	0.040567823195623
14	97162502	97743601	0.191492742387543
14	97743602	98307301	0.143823107772395
14	98307302	99051901	0.25695917966063
14	99052802	99510001	0.159640102046756
14	99510602	101055901	0.0968871883931458
14	101055902	101487901	0.134428124867678
14	101487902	101881801	0.00235076744707769
14	101892302	104536501	0.0815779187277677
14	104536802	104793901	-0.0612300174546853
14	104793902	105012001	0.0336293210749636
14	105012302	105532501	0.0945099531115204
15	25005002	25953301	-0.121513416389114
15	25953302	26304901	-0.0814654640352671
15	26314802	26901001	0.0639285385521422
15	26901002	27445801	-0.0105881739541712
15	27445802	28149901	-0.0998100101876959
15	28149902	29322301	-0.0666491286606549
15	29322302	29613601	-0.221240663821777
15	29613602	31753501	-0.173673543314741
15	31755002	33230701	-0.0960733563312882
15	33231302	34718401	-0.241878576036874
15	34719002	38949901	0.00712367778544732
15	38953502	44510401	-0.16010559060981
15	44511902	48040501	-0.157000242336758
15	48044702	54614101	-0.203626808041241
15	54630602	55950901	-0.321746549250331
15	55955702	62037001	-0.0774842322727313
15	62037602	68793001	-0.128354108653881
15	68794202	73616101	-0.153078465768342
15	73616102	75273901	-0.157230717539663
15	75273902	78877501	-0.166736930697946
15	78881402	81818701	-0.175339038031142
15	81819302	83325001	-0.27727331841116
15	83325002	84177901	-0.1989048657635
15	84177902	87172201	-0.160487465684769
15	87173702	88307401	0.0025301433139474
15	88307402	88900501	-0.153755361738444
15	88900502	89563801	-0.150764335710081
15	89564702	92919901	-0.180253880541825
15	92921402	93691801	-0.148727902077002
15	93692102	93998701	-0.111058134059642
15	93998702	94594201	-0.238878709195156
15	94594202	95313001	-0.210368084491877
15	95313002	96972601	-0.111130311215673
15	96972902	97735501	-0.0278340454817579
15	97737002	98662801	-0.111990322665244
15	98664302	99090001	-0.294394989172282
15	99092402	99472801	-0.19831307595258
15	99472802	101341201	-0.173252774830257
16	1022402	1257301	-0.451146851630737
16	1257602	2905801	-0.618596578068642
16	2907002	5403901	-0.377177879770891
16	5404802	5830201	-0.461289541342239
16	5830502	6384301	-0.374393875227731
16	6384902	6936301	-0.341475639743358
16	6936302	7449301	-0.346416291689067
16	7450502	8212801	-0.429583614895236
16	8212802	9872701	-0.387872778782982
16	9873902	13044901	-0.344044901302933
16	13044902	14918101	-0.33736685812996
16	15070502	17040001	-0.5015465961461
16	17040002	17410801	-0.573427963998495
16	17412302	17933101	-0.6650913693872
16	17938202	21152101	-0.501285081469678
16	21152102	22987201	-0.421422327811535
16	22987502	24027901	-0.477035062547475
16	24028802	24456901	-0.4095170853665
16	24456902	25849501	-0.309074399750709
16	25851902	26656501	-0.36611829403189
16	26658002	27159001	-0.463113318984509
16	27159002	28257301	-0.360515090847079
16	28257302	32358901	-0.413417278992947
16	32360402	33445201	-0.30364892192253
16	33466502	34239601	-0.249611257140129
16	34240502	46451401	-0.171019583601258
16	46451402	48993001	-0.361049447527315
16	48993002	49704601	-0.557840156885497
16	49704602	50945101	-0.510300185364738
16	51084302	56056501	-0.273557365460182
16	56057102	59656501	-0.29303213502204
16	59656502	61001101	-0.392272361490415
16	61004702	62365201	-0.327770259540176
16	62365202	63752701	-0.339124439565645
16	63752702	65490301	-0.393024130586558
16	65490302	67356301	-0.462589231087473
16	67357202	73292401	-0.382939900571827
16	73292702	73749601	-0.462030254149672
16	73750202	75524101	-0.481479470732087
16	75524102	77404501	-0.389369763749536
16	77406302	79657201	-0.602311578115881
16	79657202	82720201	-0.535129479549392
16	82721702	83225701	-0.573783097956741
16	83226002	83668801	-0.418955157856537
16	83668802	84312001	-0.486824685057054
16	84313502	84640501	-0.492837429971079
16	84640502	86215501	-0.374212559145636
16	86215502	86514601	-0.402606975794461
16	86514602	86816701	-0.492282005071933
16	86816702	87069001	-0.547382848975694
16	87069002	87710401	-0.488780501751274
16	87710402	88347001	-0.315555199361993
16	88347002	88978801	-0.680765381146675
16	88978802	89275501	-0.565213883878542
17	1000202	2630701	-0.466097929072062
17	2630702	3016501	NA
17	3016502	5038201	-0.483064706944958
17	5038202	6106801	-0.338883899912958
17	6107402	7691701	-0.446717482418134
17	7692002	9710401	-0.430490468376798
17	9710702	10010101	-0.512674113854692
17	10010102	10413601	-0.493062815532004
17	10417202	11366101	-0.350108999128277
17	11366102	12136201	-0.337370631587564
17	12136502	12826801	-0.406181193866928
17	12837002	14897401	-0.34116384217708
17	14897402	19898101	-0.359727817058468
17	19898102	20615101	-0.732102362709216
17	20615402	21405601	-0.523611660456568
17	21405902	25756801	-0.296432476652533
17	25756802	31577401	0.196029429784483
17	31579202	32269201	0.183676006762074
17	32269802	33120301	-0.154646704363939
17	33126602	35092801	0.015135503576552
17	35095502	38931301	0.126081240674323
17	38931302	39670501	0.0740039501196397
17	39671402	42729901	0.0785608673907091
17	42730502	43936501	-0.0762944714382246
17	43936502	46736101	0.0456089407734307
17	46736102	48653101	0.154388445572679
17	48654602	51556801	0.128082318026185
17	51558302	54601501	0.0926122012080434
17	54601802	57930901	0.0896403134249135
17	58054802	60900601	0.198648088553413
17	60901202	61557901	-0.165433768830361
17	61558502	66531001	0.141857699136097
17	66578102	68434201	0.128556200504811
17	68439602	71416501	0.0566858524306105
17	71416802	71723401	0.0635593564622638
17	71723402	72246901	0.180973790653746
17	72246902	72651601	-0.0399996627351051
17	72651602	74896801	0.039047424756424
17	74896802	75552301	0.0018999101747206
17	75552302	75792301	-0.0246878280095868
17	75792302	76482601	0.173287124481684
17	76482602	76887301	0.0522961840663297
17	76887902	77198701	0.235505839108844
17	77198702	77419501	0.0776578105251331
17	77419502	78499201	0.18343515712415
18	1003802	3910501	-0.0670568433075546
18	3910502	4882801	0.121808167178919
18	4882802	5827801	0.114878240658603
18	5828102	7109101	0.135580673413662
18	7109102	7428601	-0.0335122580343664
18	7428602	10140301	0.148774600287474
18	10141502	10636801	-0.0429505325622936
18	10637102	11707501	0.077158547787937
18	11710502	13918801	0.0746035837138241
18	13918802	15122701	0.150336176103968
18	15125102	22542601	0.143936716123147
18	22547402	23239201	0.0406171645309572
18	23239202	25117201	0.0314419572932755
18	25117802	27370501	NA
18	27370502	30454201	0.263381254170319
18	30456602	35014501	0.0968688709360037
18	35014502	36287101	0.201839456975045
18	36288302	38346001	0.188595803199999
18	38346002	41168701	0.130321492579955
18	41168702	44225701	0.075032933790176
18	44225702	49530001	0.178533980934233
18	49530002	51319501	0.28048468942092
18	51330902	53331901	-0.0654791014166866
18	53331902	57179101	0.0577947820933746
18	57180002	57678001	0.041159850912812
18	57678002	58741501	0.118624436696463
18	58743602	62306701	0.0251484906397587
18	62308802	63542401	0.149075081241796
18	63542702	65626801	0.187391065926371
18	65626802	67415701	0.18516267889921
18	67416602	69112801	0.31319354848093
18	69126902	70343101	0.280382763707391
18	70343102	71424301	0.147407994027238
18	71424302	72870601	0.135077177332682
18	72871802	73424401	0.0988362235064256
18	73424402	73858801	0.0755152817189406
18	73858802	74465401	0.00400930903769274
18	74465402	75214501	0.184868149433837
18	75215102	75602701	0.163799849647666
18	75603002	75973201	0.234715765262559
18	75973502	76244101	0.172636911617718
18	76244102	76450501	NA
18	76451102	76654201	0.121625183137341
18	76654202	77191801	0.111064616038069
18	77191802	77352301	0.0072072051994264
19	1002002	3265201	-0.0299863122858405
19	3265502	5204101	-0.0223278887895785
19	5205002	5736601	-0.0398819520551308
19	5736602	6893401	-0.0455175564609232
19	6894902	8799001	0.00235762168468864
19	8799002	9289501	-0.133989754523772
19	9289802	13441501	0.0008227042856916
19	13441502	13821001	-0.0547480307268073
19	13821602	14877001	-0.0493469899899939
19	14877302	15293401	-0.111124501818999
19	15294302	17496601	0.0631149583542901
19	17498102	18086401	-0.0237197177641356
19	18086402	20464501	-0.00197686662184981
19	20464502	22566001	-0.0724234838281581
19	22566602	23340901	-0.0263488327434617
19	23341202	29127901	0.118230326304975
19	29127902	29859601	-0.0602873119564393
19	29859602	30552601	-0.0406332639153597
19	30552602	30893401	-0.074885474163018
19	30893402	31231801	-0.113091065138989
19	31232102	31729201	0.0328559636467641
19	31729202	32055901	-0.124357838082989
19	32056802	32536201	-0.0536206649817038
19	32536502	34035901	-0.0299577815897603
19	34035902	34443601	-0.149955545819287
19	34443602	36352501	0.10544962059662
19	36353102	38986501	-0.0639255175629543
19	38986502	41024701	-0.0521513442168282
19	41024702	42479701	0.0713136554199015
19	42479702	43524301	0.0204377772430695
19	43528502	46252801	0.171046778535098
19	46252802	47002801	-0.0383037287031514
19	47003102	48815101	0.176121704543401
19	48819002	50971201	0.216459156824571
19	50971202	51347101	0.0691910274512096
19	51349202	51764701	0.0739430931691809
19	51765602	52416301	0.128283439208206
19	52418102	53813701	0.178666657779538
19	53814302	54368401	0.0352912818405026
19	54388202	54808201	0.114674379041841
19	54810002	55123501	0.163947672978201
19	55124102	55470901	0.105883977805695
19	55471802	56279101	0.105058590342864
19	56280002	56715301	0.0447736156139588
19	56715302	57627901	0.149613808102829
20	1001102	2683201	0.140126202827378
20	2683802	4603801	0.0941769965374847
20	4603802	8942101	0.108916077248374
20	8942102	11110801	0.0117780306612479
20	11112002	12735301	0.149145735376215
20	12735602	17426401	0.18293388216656
20	17426402	19209301	0.0781552841346806
20	19210502	20219401	0.0462987903825732
20	20220002	21870301	0.0982363967339302
20	21875702	23079301	0.175853408960224
20	23079302	23974801	0.207334955218229
20	23975102	24594001	0.0586887801517527
20	24594302	26158201	0.0177388877029847
20	26158202	30624001	0.115744593506276
20	30631802	34965301	0.163439242381653
20	34966502	38121901	0.151486187926975
20	38125202	40710601	0.115410254457074
20	40713002	41486101	0.0972369704839327
20	41486702	42069301	0.108210333951452
20	42069302	44193301	0.0631063511405853
20	44195102	45494101	-0.0655237159970798
20	45494102	46490401	0.113669864454902
20	46491602	46790701	-0.00317605913173548
20	46790702	47169001	-0.131766651163138
20	47169302	49805401	0.152303067492095
20	49805402	53002501	0.0984865852051637
20	53003402	53865301	0.130958896134895
20	53866502	55237801	0.0499721035549696
20	55237802	55639501	0.0603526529617524
20	55639802	56059501	0.0947896659573162
20	56065802	56400001	0.0627057485993156
20	56400002	56745901	0.0233437033127471
20	56745902	57384301	0.0786842542384669
20	57384302	57917401	0.0466048898568852
20	57917402	58208101	-0.0103747180741523
20	58208102	58875001	NA
20	58875002	59326201	-0.0864270219512878
20	59326802	59698201	0.132600642092611
20	59698502	59913601	0.0256987164436016
20	59915102	60116701	0.0285669004411623
20	60117302	60273301	0.122642785383322
20	60273302	60419701	0.0147670048459277
21	16001702	20193301	-0.00663566166449258
21	20195102	21594001	0.0189097985402906
21	21594002	22584601	-0.0530171724196977
21	22584902	24763501	0.127968273622262
21	24768902	25877701	0.010363665959305
21	25879802	27584701	-0.0884715982158882
21	27584702	28757101	-0.282982994871096
21	28757102	31545001	0.0349429747243826
21	31545002	32487301	-0.153517596575829
21	32487302	34334401	-0.275240441775771
21	34338302	36666901	-0.233735380931414
21	36666902	39338101	-0.261348611261416
21	39338102	40939801	-0.360935131397051
21	40940702	41414701	-0.164238845131738
21	41415602	42090601	-0.21675244083226
21	42091202	42603301	-0.307975410029016
21	42603302	43862401	-0.224956475929317
21	43863002	46009501	-0.23343826490224
21	46009502	46804501	-0.262354895117099
21	46804802	47247001	-0.285644470646091
21	47247002	47479201	-0.218981680470404
22	22095002	23823601	-0.0960595321519511
22	23823602	26625301	-0.199118749326125
22	26625602	27635701	0.0192355378643362
22	27638702	32510401	-0.0655245062096425
22	32514902	35045401	-0.197335619012052
22	35046302	37006801	0.0676877977310757
22	37007402	38421601	0.0819087353304599
22	38421602	40026901	-0.00442215718773731
22	40027802	43283401	-0.0516710279485798
22	43301102	44701801	-0.0350503831448983
22	44701802	44943001	-0.190746330292577
22	44943902	45259501	-0.159924831394306
22	45259502	45432001	-0.0961977819440215
22	45432002	46353001	0.016234120580116
22	46353002	47750401	-0.0115444995552136
22	47750402	48301201	-0.145584896244854
22	48301802	48583801	-0.196074675063716
22	48583802	48832801	-0.0821461202600104
22	48833102	49012201	NA
22	49012202	49147201	-0.0542628138806077
22	49147202	49336501	-0.0397137544125736
22	49336502	49514701	-0.152313911154401
22	49516802	49721701	-0.148590749783695
22	49721702	49900201	-0.115718299289869
